MAPA,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_CAB,NOM_CAB,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
14,14,JALISCO,JAL.,103,TONILA,1,TONILA,7565,3769,3796,2156
14,14,JALISCO,JAL.,104,TOTATICHE,1,TOTATICHE,4180,2115,2065,1331
14,14,JALISCO,JAL.,105,TOTOTLAN,1,TOTOTLAN,23573,11562,12011,6480
14,14,JALISCO,JAL.,106,TUXCACUESCO,1,TUXCACUESCO,5482,2784,2698,1287
14,14,JALISCO,JAL.,107,TUXCUECA,1,TUXCUECA,6702,3247,3455,1756
14,14,JALISCO,JAL.,108,TUXPAN,1,TUXPAN,37518,18352,19166,9655
14,14,JALISCO,JAL.,109,UNION DE SAN ANTONIO,1,UNION DE SAN ANTONIO,19069,9323,9746,4942
14,14,JALISCO,JAL.,110,UNION DE TULA,1,UNION DE TULA,13799,6684,7115,4126
14,14,JALISCO,JAL.,111,VALLE DE GUADALUPE,1,VALLE DE GUADALUPE,6627,3269,3358,1859
14,14,JALISCO,JAL.,112,VALLE DE JUAREZ,1,VALLE DE JUAREZ,6151,2990,3161,1882
14,14,JALISCO,JAL.,113,SAN GABRIEL,1,SAN GABRIEL,16548,8197,8351,4211
14,14,JALISCO,JAL.,114,VILLA CORONA,1,VILLA CORONA,19063,9490,9573,5093
14,14,JALISCO,JAL.,115,VILLA GUERRERO,1,VILLA GUERRERO,5525,2762,2763,1659
14,14,JALISCO,JAL.,116,VILLA HIDALGO,1,VILLA HIDALGO,20088,9670,10418,5612
14,14,JALISCO,JAL.,117,CAÑADAS DE OBREGON,1,CAÑADAS DE OBREGON,4388,2191,2197,1396
14,14,JALISCO,JAL.,118,YAHUALICA DE GONZALEZ GALLO,1,YAHUALICA DE GONZALEZ GALLO,22394,10713,11681,6937
14,14,JALISCO,JAL.,119,ZACOALCO DE TORRES,1,ZACOALCO DE TORRES,30472,15362,15110,7791
14,14,JALISCO,JAL.,120,ZAPOPAN,1,ZAPOPAN,1476491,720592,755899,425409
14,14,JALISCO,JAL.,121,ZAPOTILTIC,1,ZAPOTILTIC,33713,16627,17086,9062
14,14,JALISCO,JAL.,122,ZAPOTITLAN DE VADILLO,1,ZAPOTITLAN DE VADILLO,7466,3774,3692,1963
14,14,JALISCO,JAL.,123,ZAPOTLAN DEL REY,1,ZAPOTLAN DEL REY,19279,9499,9780,5168
14,14,JALISCO,JAL.,124,ZAPOTLANEJO,1,ZAPOTLANEJO,64806,31882,32924,17977
14,14,JALISCO,JAL.,125,SAN IGNACIO CERRO GORDO,1,SAN IGNACIO CERRO GORDO,18341,8914,9427,4894
15,15,MEXICO,MEX.,1,ACAMBAY DE RUIZ CASTAÑEDA,1,VILLA DE ACAMBAY DE RUIZ CASTAÑEDA,67872,32617,35255,17393
15,15,MEXICO,MEX.,2,ACOLMAN,1,ACOLMAN DE NEZAHUALCOYOTL,171507,86228,85279,45406
15,15,MEXICO,MEX.,3,ACULCO,1,ACULCO DE ESPINOZA,49266,24089,25177,13111
15,15,MEXICO,MEX.,4,ALMOLOYA DE ALQUISIRAS,1,ALMOLOYA DE ALQUISIRAS,15333,7281,8052,4191
15,15,MEXICO,MEX.,5,ALMOLOYA DE JUAREZ,1,VILLA DE ALMOLOYA DE JUAREZ,174587,87130,87457,42214
15,15,MEXICO,MEX.,6,ALMOLOYA DEL RIO,1,ALMOLOYA DEL RIO,12694,6150,6544,2925
15,15,MEXICO,MEX.,7,AMANALCO,1,AMANALCO DE BECERRA,23675,11534,12141,6081
15,15,MEXICO,MEX.,8,AMATEPEC,1,AMATEPEC,25244,12247,12997,6936
15,15,MEXICO,MEX.,9,AMECAMECA,1,AMECAMECA DE JUAREZ,53441,25440,28001,13454
15,15,MEXICO,MEX.,10,APAXCO,1,APAXCO DE OCAMPO,31898,15633,16265,8169
15,15,MEXICO,MEX.,11,ATENCO,1,SAN SALVADOR ATENCO,75489,37052,38437,18736
15,15,MEXICO,MEX.,12,ATIZAPAN,1,SANTA CRUZ ATIZAPAN,12984,6287,6697,2856
15,15,MEXICO,MEX.,13,ATIZAPAN DE ZARAGOZA,1,CIUDAD LOPEZ MATEOS,523674,253429,270245,150388
15,15,MEXICO,MEX.,14,ATLACOMULCO,1,ATLACOMULCO DE FABELA,109384,52218,57166,27885
15,15,MEXICO,MEX.,15,ATLAUTLA,1,ATLAUTLA DE VICTORIA,31900,15585,16315,7510
15,15,MEXICO,MEX.,16,AXAPUSCO,1,AXAPUSCO,29128,14287,14841,7757
15,15,MEXICO,MEX.,17,AYAPANGO,1,AYAPANGO DE GABRIEL RAMOS M.,10053,4810,5243,2593
15,15,MEXICO,MEX.,18,CALIMAYA,1,CALIMAYA DE DIAZ GONZALEZ,68489,33388,35101,17285
15,15,MEXICO,MEX.,19,CAPULHUAC,1,CAPULHUAC DE MIRAFUENTES,36921,17778,19143,8348
15,15,MEXICO,MEX.,20,COACALCO DE BERRIOZABAL,1,SAN FRANCISCO COACALCO,293444,141107,152337,89726
15,15,MEXICO,MEX.,21,COATEPEC HARINAS,1,COATEPEC HARINAS,38643,18560,20083,9286
15,15,MEXICO,MEX.,22,COCOTITLAN,1,COCOTITLAN,15107,7350,7757,3887
15,15,MEXICO,MEX.,23,COYOTEPEC,1,COYOTEPEC,40885,19992,20893,9867
15,15,MEXICO,MEX.,24,CUAUTITLAN,1,CUAUTITLAN,178847,87666,91181,52220
15,15,MEXICO,MEX.,25,CHALCO,1,CHALCO DE DIAZ COVARRUBIAS,400057,193129,206928,104464
15,15,MEXICO,MEX.,26,CHAPA DE MOTA,1,CHAPA DE MOTA,31737,15524,16213,7853
15,15,MEXICO,MEX.,27,CHAPULTEPEC,1,CHAPULTEPEC,12772,6165,6607,3374
15,15,MEXICO,MEX.,28,CHIAUTLA,1,CHIAUTLA,30045,14668,15377,7779
15,15,MEXICO,MEX.,29,CHICOLOAPAN,1,CHICOLOAPAN DE JUAREZ,200750,97195,103555,54674
15,15,MEXICO,MEX.,30,CHICONCUAC,1,CHICONCUAC DE JUAREZ,27692,13548,14144,6128
15,15,MEXICO,MEX.,31,CHIMALHUACAN,1,CHIMALHUACAN,705193,344571,360622,180791
15,15,MEXICO,MEX.,32,DONATO GUERRA,1,VILLA DONATO GUERRA,37436,18391,19045,8470
15,15,MEXICO,MEX.,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,1645352,798549,846803,448688
15,15,MEXICO,MEX.,34,ECATZINGO,1,ECATZINGO DE HIDALGO,10827,5321,5506,2712
15,15,MEXICO,MEX.,35,HUEHUETOCA,1,HUEHUETOCA,163244,80016,83228,46674
15,15,MEXICO,MEX.,36,HUEYPOXTLA,1,HUEYPOXTLA,46757,23108,23649,11577
15,15,MEXICO,MEX.,37,HUIXQUILUCAN,1,HUIXQUILUCAN DE DEGOLLADO,284965,136466,148499,82051
15,15,MEXICO,MEX.,38,ISIDRO FABELA,1,TLAZALA DE FABELA,11929,5817,6112,3017
15,15,MEXICO,MEX.,39,IXTAPALUCA,1,IXTAPALUCA,542211,263083,279128,146994
15,15,MEXICO,MEX.,40,IXTAPAN DE LA SAL,1,IXTAPAN DE LA SAL,36911,17676,19235,9856
15,15,MEXICO,MEX.,41,IXTAPAN DEL ORO,1,IXTAPAN DEL ORO,6475,3215,3260,1680
15,15,MEXICO,MEX.,42,IXTLAHUACA,1,IXTLAHUACA DE RAYON,160139,76775,83364,38312
15,15,MEXICO,MEX.,43,XALATLACO,1,XALATLACO,30687,14952,15735,7103
15,15,MEXICO,MEX.,44,JALTENCO,1,JALTENCO,28217,13645,14572,7639
15,15,MEXICO,MEX.,45,JILOTEPEC,1,JILOTEPEC DE MOLINA ENRIQUEZ,87671,42810,44861,22966
15,15,MEXICO,MEX.,46,JILOTZINGO,1,SANTA ANA JILOTZINGO,19877,9719,10158,5046
15,15,MEXICO,MEX.,47,JIQUIPILCO,1,JIQUIPILCO,76826,36464,40362,19034
15,15,MEXICO,MEX.,48,JOCOTITLAN,1,CIUDAD DE JOCOTITLAN,69264,33245,36019,17752
15,15,MEXICO,MEX.,49,JOQUICINGO,1,JOQUICINGO DE LEON GUZMAN,15428,7543,7885,3593
15,15,MEXICO,MEX.,50,JUCHITEPEC,1,JUCHITEPEC DE MARIANO RIVAPALACIO,27116,13143,13973,6888
15,15,MEXICO,MEX.,51,LERMA,1,LERMA DE VILLADA,170327,83968,86359,42550
15,15,MEXICO,MEX.,52,MALINALCO,1,MALINALCO,28155,13833,14322,7417
15,15,MEXICO,MEX.,53,MELCHOR OCAMPO,1,MELCHOR OCAMPO,61220,29907,31313,15279
15,15,MEXICO,MEX.,54,METEPEC,1,METEPEC,242307,115997,126310,68154
15,15,MEXICO,MEX.,55,MEXICALTZINGO,1,SAN MATEO MEXICALTZINGO,13807,6753,7054,3305
15,15,MEXICO,MEX.,56,MORELOS,1,SAN BARTOLO MORELOS,33164,15970,17194,8174
15,15,MEXICO,MEX.,57,NAUCALPAN DE JUAREZ,1,NAUCALPAN DE JUAREZ,834434,402495,431939,240246
15,15,MEXICO,MEX.,58,NEZAHUALCOYOTL,1,CIUDAD NEZAHUALCOYOTL,1077208,519922,557286,298004
15,15,MEXICO,MEX.,59,NEXTLALPAN,1,SANTA ANA NEXTLALPAN,57082,27988,29094,15855
15,15,MEXICO,MEX.,60,NICOLAS ROMERO,1,CIUDAD NICOLAS ROMERO,430601,209774,220827,114782
15,15,MEXICO,MEX.,61,NOPALTEPEC,1,NOPALTEPEC,10351,5090,5261,2888
15,15,MEXICO,MEX.,62,OCOYOACAC,1,OCOYOACAC,72103,35221,36882,17339
15,15,MEXICO,MEX.,63,OCUILAN,1,OCUILAN DE ARTEAGA,36223,17645,18578,8791
15,15,MEXICO,MEX.,64,EL ORO,1,EL ORO DE HIDALGO,36937,17918,19019,9219
15,15,MEXICO,MEX.,65,OTUMBA,1,OTUMBA DE GOMEZ FARIAS,36331,18197,18134,9312
15,15,MEXICO,MEX.,66,OTZOLOAPAN,1,OTZOLOAPAN,4891,2397,2494,1272
15,15,MEXICO,MEX.,67,OTZOLOTEPEC,1,VILLA CUAUHTEMOC,88783,43447,45336,20537
15,15,MEXICO,MEX.,68,OZUMBA,1,OZUMBA DE ALZATE,30785,14752,16033,7270
15,15,MEXICO,MEX.,69,PAPALOTLA,1,PAPALOTLA,4862,2338,2524,1234
15,15,MEXICO,MEX.,70,LA PAZ,1,LOS REYES ACAQUILPAN,304088,148202,155886,78198
15,15,MEXICO,MEX.,71,POLOTITLAN,1,POLOTITLAN DE LA ILUSTRACION,14985,7329,7656,4020
15,15,MEXICO,MEX.,72,RAYON,1,SANTA MARIA RAYON,15972,7749,8223,3773
15,15,MEXICO,MEX.,73,SAN ANTONIO LA ISLA,1,SAN ANTONIO LA ISLA,31962,15421,16541,8524
15,15,MEXICO,MEX.,74,SAN FELIPE DEL PROGRESO,1,SAN FELIPE DEL PROGRESO,144924,69328,75596,32830
15,15,MEXICO,MEX.,75,SAN MARTIN DE LAS PIRAMIDES,1,SAN MARTIN DE LAS PIRAMIDES,29182,14268,14914,7703
15,15,MEXICO,MEX.,76,SAN MATEO ATENCO,1,SAN MATEO ATENCO,97418,47481,49937,23063
15,15,MEXICO,MEX.,77,SAN SIMON DE GUERRERO,1,SAN SIMON DE GUERRERO,6692,3253,3439,1719
15,15,MEXICO,MEX.,78,SANTO TOMAS,1,SANTO TOMAS DE LOS PLATANOS,9729,4836,4893,2631
15,15,MEXICO,MEX.,79,SOYANIQUILPAN DE JUAREZ,1,SAN FRANCISCO SOYANIQUILPAN,14323,7103,7220,3964
15,15,MEXICO,MEX.,80,SULTEPEC,1,SULTEPEC DE PEDRO ASCENCIO DE ALQUISIRAS,24145,11438,12707,6187
15,15,MEXICO,MEX.,81,TECAMAC,1,TECAMAC DE FELIPE VILLANUEVA,547503,265520,281983,164401
15,15,MEXICO,MEX.,82,TEJUPILCO,1,TEJUPILCO DE HIDALGO,79282,38008,41274,19860
15,15,MEXICO,MEX.,83,TEMAMATLA,1,TEMAMATLA,14130,6928,7202,3731
15,15,MEXICO,MEX.,84,TEMASCALAPA,1,TEMASCALAPA,43593,21374,22219,11583
15,15,MEXICO,MEX.,85,TEMASCALCINGO,1,TEMASCALCINGO DE JOSE MARIA VELASCO,66414,31897,34517,17314
15,15,MEXICO,MEX.,86,TEMASCALTEPEC,1,TEMASCALTEPEC DE GONZALEZ,35014,17189,17825,8633
15,15,MEXICO,MEX.,87,TEMOAYA,1,TEMOAYA,105766,51532,54234,24081
15,15,MEXICO,MEX.,88,TENANCINGO,1,TENANCINGO DE DEGOLLADO,104677,51227,53450,25577
15,15,MEXICO,MEX.,89,TENANGO DEL AIRE,1,TENANGO DEL AIRE,11359,5552,5807,2877
15,15,MEXICO,MEX.,90,TENANGO DEL VALLE,1,TENANGO DE ARISTA,90518,44490,46028,21106
15,15,MEXICO,MEX.,91,TEOLOYUCAN,1,TEOLOYUCAN,65459,31939,33520,16143
15,15,MEXICO,MEX.,92,TEOTIHUACAN,1,TEOTIHUACAN DE ARISTA,58507,28195,30312,15800
15,15,MEXICO,MEX.,93,TEPETLAOXTOC,1,TEPETLAOXTOC DE HIDALGO,32564,15906,16658,8425
15,15,MEXICO,MEX.,94,TEPETLIXPA,1,TEPETLIXPA,20500,9946,10554,5120
15,15,MEXICO,MEX.,95,TEPOTZOTLAN,1,TEPOTZOTLAN,103696,50708,52988,27121
15,15,MEXICO,MEX.,96,TEQUIXQUIAC,1,TEQUIXQUIAC,39489,19329,20160,10664
15,15,MEXICO,MEX.,97,TEXCALTITLAN,1,TEXCALTITLAN,18482,8945,9537,4588
15,15,MEXICO,MEX.,98,TEXCALYACAC,1,SAN MATEO TEXCALYACAC,5736,2821,2915,1450
15,15,MEXICO,MEX.,99,TEXCOCO,1,TEXCOCO DE MORA,277562,134940,142622,72119
15,15,MEXICO,MEX.,100,TEZOYUCA,1,TEZOYUCA,47044,23237,23807,12205
15,15,MEXICO,MEX.,101,TIANGUISTENCO,1,SANTIAGO TIANGUISTENCO DE GALEANA,84259,40847,43412,20106
15,15,MEXICO,MEX.,102,TIMILPAN,1,SAN ANDRES TIMILPAN,16414,7861,8553,4487
15,15,MEXICO,MEX.,103,TLALMANALCO,1,TLALMANALCO DE VELAZQUEZ,49196,23574,25622,12823
15,15,MEXICO,MEX.,104,TLALNEPANTLA DE BAZ,1,TLALNEPANTLA,672202,327017,345185,199839
15,15,MEXICO,MEX.,105,TLATLAYA,1,TLATLAYA,31762,15626,16136,8562
15,15,MEXICO,MEX.,106,TOLUCA,1,TOLUCA DE LERDO,910608,439173,471435,239805
15,15,MEXICO,MEX.,107,TONATICO,1,TONATICO,12912,6235,6677,3604
15,15,MEXICO,MEX.,108,TULTEPEC,1,TULTEPEC,157645,77132,80513,42777
15,15,MEXICO,MEX.,109,TULTITLAN,1,TULTITLAN DE MARIANO ESCOBEDO,516341,251638,264703,145961
15,15,MEXICO,MEX.,110,VALLE DE BRAVO,1,VALLE DE BRAVO,61590,30076,31514,16137
15,15,MEXICO,MEX.,111,VILLA DE ALLENDE,1,SAN JOSE VILLA DE ALLENDE,53275,25894,27381,12510
15,15,MEXICO,MEX.,112,VILLA DEL CARBON,1,VILLA DEL CARBON,51498,25567,25931,12928
15,15,MEXICO,MEX.,113,VILLA GUERRERO,1,VILLA GUERRERO,69086,33859,35227,17535
15,15,MEXICO,MEX.,114,VILLA VICTORIA,1,VILLA VICTORIA,108196,53139,55057,24245
15,15,MEXICO,MEX.,115,XONACATLAN,1,XONACATLAN,54633,26758,27875,13118
15,15,MEXICO,MEX.,116,ZACAZONAPAN,1,ZACAZONAPAN,5109,2576,2533,1380
15,15,MEXICO,MEX.,117,ZACUALPAN,1,ZACUALPAN,13522,6456,7066,3565
15,15,MEXICO,MEX.,118,ZINACANTEPEC,1,SAN MIGUEL ZINACANTEPEC,203872,99506,104366,48816
15,15,MEXICO,MEX.,119,ZUMPAHUACAN,1,ZUMPAHUACAN,18833,9088,9745,4556
15,15,MEXICO,MEX.,120,ZUMPANGO,1,ZUMPANGO DE OCAMPO,280455,136971,143484,78027
15,15,MEXICO,MEX.,121,CUAUTITLAN IZCALLI,1,CUAUTITLAN IZCALLI,555163,268956,286207,160854
15,15,MEXICO,MEX.,122,VALLE DE CHALCO SOLIDARIDAD,1,XICO,391731,190674,201057,104445
15,15,MEXICO,MEX.,123,LUVIANOS,1,VILLA LUVIANOS,28822,14087,14735,7303
15,15,MEXICO,MEX.,124,SAN JOSE DEL RINCON,1,SAN JOSE DEL RINCON CENTRO,100082,49033,51049,21815
15,15,MEXICO,MEX.,125,TONANITLA,1,SANTA MARIA TONANITLA,14883,7253,7630,3958
16,16,MICHOACAN DE OCAMPO,MICH.,1,ACUITZIO,1,ACUITZIO DEL CANJE,11301,5493,5808,2927
16,16,MICHOACAN DE OCAMPO,MICH.,2,AGUILILLA,1,AGUILILLA,14754,7335,7419,4315
16,16,MICHOACAN DE OCAMPO,MICH.,3,ALVARO OBREGON,1,ALVARO OBREGON,23000,11224,11776,5817
16,16,MICHOACAN DE OCAMPO,MICH.,4,ANGAMACUTIRO,1,ANGAMACUTIRO DE LA UNION,14943,7195,7748,4157
16,16,MICHOACAN DE OCAMPO,MICH.,5,ANGANGUEO,1,MINERAL DE ANGANGUEO,10892,5274,5618,2652
16,16,MICHOACAN DE OCAMPO,MICH.,6,APATZINGAN,1,APATZINGAN DE LA CONSTITUCION,126191,62153,64038,34328
16,16,MICHOACAN DE OCAMPO,MICH.,7,APORO,1,APORO,3529,1667,1862,886
16,16,MICHOACAN DE OCAMPO,MICH.,8,AQUILA,1,AQUILA,24676,12429,12247,5802
16,16,MICHOACAN DE OCAMPO,MICH.,9,ARIO,1,ARIO DE ROSALES,36268,17832,18436,9355
16,16,MICHOACAN DE OCAMPO,MICH.,10,ARTEAGA,1,ARTEAGA,20332,10058,10274,5757
16,16,MICHOACAN DE OCAMPO,MICH.,11,BRISEÑAS,1,BRISEÑAS DE MATAMOROS,11681,5670,6011,3134
16,16,MICHOACAN DE OCAMPO,MICH.,12,BUENAVISTA,1,BUENAVISTA TOMATLAN,45538,23007,22531,12698
16,16,MICHOACAN DE OCAMPO,MICH.,13,CARACUARO,1,CARACUARO DE MORELOS,9176,4611,4565,2528
16,16,MICHOACAN DE OCAMPO,MICH.,14,COAHUAYANA,1,COAHUAYANA DE HIDALGO,17022,8724,8298,4716
16,16,MICHOACAN DE OCAMPO,MICH.,15,COALCOMAN DE VAZQUEZ PALLARES,1,COALCOMAN DE VAZQUEZ PALLARES,19633,9790,9843,5313
16,16,MICHOACAN DE OCAMPO,MICH.,16,COENEO,1,COENEO DE LA LIBERTAD,20965,9923,11042,5916
16,16,MICHOACAN DE OCAMPO,MICH.,17,CONTEPEC,1,CONTEPEC,35070,16944,18126,9146
16,16,MICHOACAN DE OCAMPO,MICH.,18,COPANDARO,1,COPANDARO DE GALEANA,9484,4593,4891,2408
16,16,MICHOACAN DE OCAMPO,MICH.,19,COTIJA,1,COTIJA DE LA PAZ,20198,9780,10418,5923
16,16,MICHOACAN DE OCAMPO,MICH.,20,CUITZEO,1,CUITZEO DEL PORVENIR,29910,14304,15606,7363
16,16,MICHOACAN DE OCAMPO,MICH.,21,CHARAPAN,1,CHARAPAN,13539,6436,7103,3595
16,16,MICHOACAN DE OCAMPO,MICH.,22,CHARO,1,CHARO,25138,13622,11516,5626
16,16,MICHOACAN DE OCAMPO,MICH.,23,CHAVINDA,1,CHAVINDA,10417,5068,5349,3034
16,16,MICHOACAN DE OCAMPO,MICH.,24,CHERAN,1,CHERAN,20586,9953,10633,4822
16,16,MICHOACAN DE OCAMPO,MICH.,25,CHILCHOTA,1,CHILCHOTA,40560,19663,20897,9521
16,16,MICHOACAN DE OCAMPO,MICH.,26,CHINICUILA,1,VILLA VICTORIA,4773,2484,2289,1323
16,16,MICHOACAN DE OCAMPO,MICH.,27,CHUCANDIRO,1,CHUCANDIRO,4944,2387,2557,1463
16,16,MICHOACAN DE OCAMPO,MICH.,28,CHURINTZIO,1,CHURINTZIO,5233,2527,2706,1686
16,16,MICHOACAN DE OCAMPO,MICH.,29,CHURUMUCO,1,CHURUMUCO DE MORELOS,12342,6014,6328,3161
16,16,MICHOACAN DE OCAMPO,MICH.,30,ECUANDUREO,1,ECUANDUREO,11850,5551,6299,3659
16,16,MICHOACAN DE OCAMPO,MICH.,31,EPITACIO HUERTA,1,EPITACIO HUERTA,16112,7769,8343,4611
16,16,MICHOACAN DE OCAMPO,MICH.,32,ERONGARICUARO,1,ERONGARICUARO,15715,7630,8085,3947
16,16,MICHOACAN DE OCAMPO,MICH.,33,GABRIEL ZAMORA,1,LOMBARDIA,21466,10591,10875,6181
16,16,MICHOACAN DE OCAMPO,MICH.,34,HIDALGO,1,CIUDAD HIDALGO,125712,60614,65098,31187
16,16,MICHOACAN DE OCAMPO,MICH.,35,LA HUACANA,1,LA HUACANA,30627,15173,15454,8402
16,16,MICHOACAN DE OCAMPO,MICH.,36,HUANDACAREO,1,HUANDACAREO,11644,5574,6070,3417
16,16,MICHOACAN DE OCAMPO,MICH.,37,HUANIQUEO,1,HUANIQUEO DE MORALES,7945,3738,4207,2512
16,16,MICHOACAN DE OCAMPO,MICH.,38,HUETAMO,1,HUETAMO DE NUÑEZ,41973,20664,21309,12192
16,16,MICHOACAN DE OCAMPO,MICH.,39,HUIRAMBA,1,HUIRAMBA,9015,4344,4671,2237
16,16,MICHOACAN DE OCAMPO,MICH.,40,INDAPARAPEO,1,INDAPARAPEO,18385,8998,9387,4651
16,16,MICHOACAN DE OCAMPO,MICH.,41,IRIMBO,1,IRIMBO,16043,7671,8372,4159
16,16,MICHOACAN DE OCAMPO,MICH.,42,IXTLAN,1,IXTLAN DE LOS HERVORES,14302,7017,7285,3951
16,16,MICHOACAN DE OCAMPO,MICH.,43,JACONA,1,JACONA DE PLANCARTE,68781,33339,35442,17960
16,16,MICHOACAN DE OCAMPO,MICH.,44,JIMENEZ,1,VILLA JIMENEZ,12946,6281,6665,3945
16,16,MICHOACAN DE OCAMPO,MICH.,45,JIQUILPAN,1,JIQUILPAN DE JUAREZ,36158,17236,18922,10581
16,16,MICHOACAN DE OCAMPO,MICH.,46,JUAREZ,1,BENITO JUAREZ,14936,7316,7620,4082
16,16,MICHOACAN DE OCAMPO,MICH.,47,JUNGAPEO,1,JUNGAPEO DE JUAREZ,19834,9832,10002,5052
16,16,MICHOACAN DE OCAMPO,MICH.,48,LAGUNILLAS,1,LAGUNILLAS,5745,2813,2932,1501
16,16,MICHOACAN DE OCAMPO,MICH.,49,MADERO,1,VILLA MADERO,19086,9629,9457,4662
16,16,MICHOACAN DE OCAMPO,MICH.,50,MARAVATIO,1,MARAVATIO DE OCAMPO,89311,43191,46120,22728
16,16,MICHOACAN DE OCAMPO,MICH.,51,MARCOS CASTELLANOS,1,SAN JOSE DE GRACIA,13983,6742,7241,4191
16,16,MICHOACAN DE OCAMPO,MICH.,52,LAZARO CARDENAS,1,CIUDAD LAZARO CARDENAS,196003,97484,98519,55762
16,16,MICHOACAN DE OCAMPO,MICH.,53,MORELIA,1,MORELIA,849053,407129,441924,244509
16,16,MICHOACAN DE OCAMPO,MICH.,54,MORELOS,1,VILLA MORELOS,7983,3787,4196,2278
16,16,MICHOACAN DE OCAMPO,MICH.,55,MUGICA,1,NUEVA ITALIA DE RUIZ,45732,22403,23329,12045
16,16,MICHOACAN DE OCAMPO,MICH.,56,NAHUATZEN,1,NAHUATZEN,32598,15962,16636,7505
16,16,MICHOACAN DE OCAMPO,MICH.,57,NOCUPETARO,1,NOCUPETARO DE MORELOS,8196,4031,4165,2226
16,16,MICHOACAN DE OCAMPO,MICH.,58,NUEVO PARANGARICUTIRO,1,NUEVO SAN JUAN PARANGARICUTIRO,20981,10313,10668,4877
16,16,MICHOACAN DE OCAMPO,MICH.,59,NUEVO URECHO,1,NUEVO URECHO,9027,4556,4471,2615
16,16,MICHOACAN DE OCAMPO,MICH.,60,NUMARAN,1,NUMARAN,9437,4596,4841,2428
16,16,MICHOACAN DE OCAMPO,MICH.,61,OCAMPO,1,OCAMPO,24774,12202,12572,5906
16,16,MICHOACAN DE OCAMPO,MICH.,62,PAJACUARAN,1,PAJACUARAN,21028,10210,10818,5590
16,16,MICHOACAN DE OCAMPO,MICH.,63,PANINDICUARO,1,PANINDICUARO,14889,7176,7713,4186
16,16,MICHOACAN DE OCAMPO,MICH.,64,PARACUARO,1,PARACUARO,26832,13472,13360,7198
16,16,MICHOACAN DE OCAMPO,MICH.,65,PARACHO,1,PARACHO DE VERDUZCO,39657,19255,20402,9585
16,16,MICHOACAN DE OCAMPO,MICH.,66,PATZCUARO,1,PATZCUARO,98382,47220,51162,24408
16,16,MICHOACAN DE OCAMPO,MICH.,67,PENJAMILLO,1,PENJAMILLO DE DEGOLLADO,16621,7860,8761,4835
16,16,MICHOACAN DE OCAMPO,MICH.,68,PERIBAN,1,PERIBAN DE RAMOS,29389,14773,14616,7515
16,16,MICHOACAN DE OCAMPO,MICH.,69,LA PIEDAD,1,LA PIEDAD DE CABADAS,106490,51481,55009,29576
16,16,MICHOACAN DE OCAMPO,MICH.,70,PUREPERO,1,PUREPERO DE ECHAIZ,15503,7593,7910,4466
16,16,MICHOACAN DE OCAMPO,MICH.,71,PURUANDIRO,1,PURUANDIRO,69260,33311,35949,18508
16,16,MICHOACAN DE OCAMPO,MICH.,72,QUERENDARO,1,QUERENDARO,13961,6810,7151,3664
16,16,MICHOACAN DE OCAMPO,MICH.,73,QUIROGA,1,QUIROGA,27176,12923,14253,6923
16,16,MICHOACAN DE OCAMPO,MICH.,74,COJUMATLAN DE REGULES,1,COJUMATLAN DE REGULES,10553,5321,5232,2944
16,16,MICHOACAN DE OCAMPO,MICH.,75,LOS REYES,1,LOS REYES DE SALGADO,78935,38758,40177,21260
16,16,MICHOACAN DE OCAMPO,MICH.,76,SAHUAYO,1,SAHUAYO DE MORELOS,78477,37897,40580,21599
16,16,MICHOACAN DE OCAMPO,MICH.,77,SAN LUCAS,1,SAN LUCAS,17677,8750,8927,5310
16,16,MICHOACAN DE OCAMPO,MICH.,78,SANTA ANA MAYA,1,SANTA ANA MAYA,12812,6117,6695,3453
16,16,MICHOACAN DE OCAMPO,MICH.,79,SALVADOR ESCALANTE,1,SANTA CLARA DEL COBRE,49896,24402,25494,11630
16,16,MICHOACAN DE OCAMPO,MICH.,80,SENGUIO,1,SENGUIO,19833,9425,10408,5014
16,16,MICHOACAN DE OCAMPO,MICH.,81,SUSUPUATO,1,SUSUPUATO DE GUERRERO,9076,4459,4617,2402
16,16,MICHOACAN DE OCAMPO,MICH.,82,TACAMBARO,1,TACAMBARO DE CODALLOS,79540,38966,40574,20425
16,16,MICHOACAN DE OCAMPO,MICH.,83,TANCITARO,1,TANCITARO,33453,16736,16717,8164
16,16,MICHOACAN DE OCAMPO,MICH.,84,TANGAMANDAPIO,1,SANTIAGO TANGAMANDAPIO,31716,15486,16230,7334
16,16,MICHOACAN DE OCAMPO,MICH.,85,TANGANCICUARO,1,TANGANCICUARO DE ARISTA,35256,17182,18074,9612
16,16,MICHOACAN DE OCAMPO,MICH.,86,TANHUATO,1,TANHUATO DE GUERRERO,15534,7503,8031,4192
16,16,MICHOACAN DE OCAMPO,MICH.,87,TARETAN,1,TARETAN,15589,7676,7913,4247
16,16,MICHOACAN DE OCAMPO,MICH.,88,TARIMBARO,1,TARIMBARO,114513,55749,58764,33151
16,16,MICHOACAN DE OCAMPO,MICH.,89,TEPALCATEPEC,1,TEPALCATEPEC,24074,12010,12064,7285
