date,year,month,day,NOM_ENT,NOM_MUN,KEY,newspaper,keyword,text
2024-05-02,2024,5,2,CHIAPAS,TAPACHULA,7_89,elorbe.com,Morena,tapachula sera referente de cultivos sustentables tapachula chiapas mayo la federacion agronomica de chiapas invito al candidato de morena en tapachula yamil melgar llevar cabo un analisis de la situacion en que se encuentra el campo en este municipio buscar alternativas para un desarrollo integral esta federacion esta conformada por profesionales agronomos representantes de los diferentes sistemas producto con la finalidad de garantizar la seguridad alimentaria para la sociedad tapachulteca el presidente de la federacion agronomica de chiapas gudiel galvez dijo que uno de sus objetivos primordiales es que tapachula continue como un referente en el cultivo de manera sustentable para garantizar en la dieta del ser humano una alimentacion sana de  yamil melgar agronomos plantean proyectos de alto impacto para el campoyamil melgar agronomos plantean proyectos de alto impacto para el campo   dieron conocer que uno de los principales problemas los que se enfrentan principalmente los productores de cafe es el impacto del cambio climatico por ello es importante dar un seguimiento institucional ademas se propone la diversificacion de cultivos en las parcelas para tener diferentes oportunidades de aprovechamiento en el uso de suelo yamil melgar en su intervencion destaco de manera determinante la importancia de este sector aseguro que ya se trabaja en una mesa prioritaria dada la importancia de tapachula en la produccion asi como en una agenda de trabajo para focalizar cada uno de los sistemas producto se buscara aplicar diversas estrategias para que los diferentes productores puedan acceder facilmente creditos financiamientos asi como la asesoria tecnica para elevar la productividad de los diferentes cultivos tambien destacaron la importancia de acceder la innovacion tecnologica traves de las instituciones academicas de investigacion asi como la dotacion de herramientas basicas para el trabajo en el campo yamil melgar se comprometio que todo esto mas sea posible gracias la organizacion trabajo compromiso de los productores pero tambien con el puntual acompanamiento el apoyo de las instituciones boletin oficial
2024-04-30,2024,4,30,CHIAPAS,TAPACHULA,7_89,elorbe.com,Morena,tapachula chiapas corresponsal con gran entusiasmo yamil melgar dio inicio su campana para la presidencia municipal de tapachula destacando el respeto la unidad la honestidad la transparencia como sus principales banderas el evento conto con la presencia de destacadas figuras del partido morena entre ellas rosy urbina fredy escobar empresarios sociedad civil asi mismo se sumaron transportistas de la region costa soconusco yamil melgar resalto que con claudia sheinbaum en la presidencia eduardo ramirez en la gubernatura de chiapas el como presidente municipal tapachula sera la capital economica de chiapas puerta de entrada de centro sudamerica yamil melgar finalizo haciendo un llamado votar todo por morena por que solo asi construiremos la nueva era de tapachula chiapas
2024-04-30,2024,4,30,CHIAPAS,TAPACHULA,7_89,elorbe.com,Morena,para presidencias municipales diputaciones locales tapachula chiapas de abril del desde el primer minuto de este de abril inician en el estado de chiapas las campanas politicas para los aspirantes las presidencias municipales diputaciones locales en tapachula la segunda ciudad en importancia en la entidad hay cuatro aspirantes que practicamente ya han venido caminando son los mas visibles en este proceso electoral sin embargo partir de este martes ya lo haran de manera abierta para dar conocer su oferta politica los ciudadanos tapachultecos cabe mencionar que los partidos aliados morena como es el caso del pvem pt en la contienda las alcaldias en chiapas van separados con candidatos propios en este proceso electoral local mientras que los partidos politicos pan pri prd si van aliados para enfrentar esta justa electoral para el de junio asi como hay otros partidos estatales locales que tambien han registrado candidatos ante el iepc como el pes rsp en la perla del soconusco los institutos politicos que ya anunciaron de manera publica en las redes sociales que iniciaran sus respectivas campanas politicas son por morena el partido verde ecologista de mexico la alianza de pan pri prd asi como el partido encuentro solidario pes los aspirantes tendran practicamente cuatro semanas para dar conocer su oferta politica sus propuestas de trabajo en caso de que les favorezca el voto ciudadano las actividades proselitistas terminaran tres dias antes del dia de las elecciones es decir el proximo de junio el orbe ernesto quinteros
2024-04-29,2024,4,29,CHIAPAS,TAPACHULA,7_89,elorbe.com,Morena,los tres candidatos defendieron sus posturas en temas como crecimiento economico inflacion empleo ciudad de mexico de abril la noche del domingo de abril las candidatas claudia sheinbaum de la coalicion sigamos haciendo historia xochitl galvez de la alianza fuerza corazon por mexico el candidato jorge alvarez maynez de movimiento ciudadano se enfrentaron su segundo debate presidencial entre acusaciones sobre corrupcion el cara cara de las candidatas el candidato se llevo cabo en los estudios churubusco donde decenas de simpatizantes los recibieron en este segundo encuentro moderado por los periodistas alejandro cacho adriana perez canedo los aspirantes la presidencia hablaron de sus propuestas acerca de economia empleo inflacion pobreza desigualdad cambio climatico desarrollo sustentable pesar de las fallas en la transmision del debate en las pantallas colocadas para la prensa en los estudios churubusco los televidentes pudieron dar cuenta de los ataques entre las candidatas xochitl galvez claudia sheinbaum desde sus primeras intervenciones mientras galvez llamo su rival la candidata de las mentiras narcocandidata sheinbaum por su parte se dirigio su contrincante como la corrupta candidata del prian al iniciar sus propuestas sobre el crecimiento economico empleo inflacion la candidata de fuerza corazon por mexico expuso que el primer problema atacar es la extorsion el principal problema es la extorsion el cobro de piso morena se ha convertido en un narcopartido entre sus propuestas destaco la creacion de creditos para el emprendimiento creditos baratos capacitacion asi como la condonacion de impuestos quienes ganen mil pesos al mes de    asimismo hizo referencia al recien aprobado fondo de pensiones del bienestar ya se acabaron el dinero ahora van por las afores son unos bandidos senalo en respuesta sheinbaum senalo que el unico narcogobierno que hubo en mexico fue el de felipe calderon entre las propuestas que expuso la candidata de morena destaco la creacion de un millon de viviendas en el pais inversion publica polos del bienestar parques industriales ademas de destacar los logros programas implementados durante la administracion del presidente lopez obrador sheinbaum aseguro que les dara continuidad agrego que se impulsara un programa de ayuda para mujeres de anos aumentar el salario minimo canastas basicas otro de los temas planteados en el segundo debate fue el agua segmento en el que xochitl galvez aprovecho para sacar una botella con agua invito sheinbaum darle un traguito pues dijo fue recolectada de tomas donde se han detectado contaminantes hay una persona que dice que es cientifica yo le invitaria que se tome esta agua fue tomada por notario publico de las tomas de iztapalapa xochimilco la cientifica les da agua con heces fecales contaminantes ojala te eches un traguito para que sepas lo que toman los habitantes las propuestas sobre infraestructura la falta de inversion en el sector hidrico aprovechar la oportunidad del nearshoring los sobre costos falta de planeacion en el tren maya la refineria de dos bocas fueron temas polemicos en el segmento de infraestructura durante el segundo debate presidencial donde no se presento una propuesta nueva la candidata presidencial de morena claudia sheinbaum fue clara nosotros no tenemos que hacer un plan ya lo tenemos en sus tiempos reloj en marcha hablo del regreso de trenes de pasajeros proyecto iniciado en el actual sexenio de construir carreteras que permitan aprovechar la relocalizacion de empresas de mejorar los puertos de construir mas aeropuertos de dar continuidad los polos de desarrollo del corredor interoceanico que estan en marcha sumar uno en tapachula por su parte la candidata de fuerza corazon por mexico xochitl galvez reitero que los mexicanos les preocupa el mantenimiento de sus carreteras la construccion de caminos rurales en todo el pais porque son los caminos saca cosechas dar mantenimiento hospitales equiparlos dar mantenimiento escuelas jorge maynez candidato de movimiento ciudadano insistio en la necesidad de elaborar un adecuado plan nacional de infraestructura que genere beneficios en todo el pais que cuente con un aumento presupuestal de millones de pesos cada ano incluya sectores estrategicos como salud educacion sobre inversiones en temas de agua puntualizo la urgencia de contar con un fondo de infraestructura hidrica el cual no existe porque los gobiernos no le meten recursos al tema porque no hay rentabilidad electoral al no ser un asunto visible en tanto claudia sheinbaum ademas de hacer un recuento de obras que se han iniciado en este sexenio se ocupo de destacar su trabajo en la ciudad de mexico por ejemplo con la construccion de lineas de cablebus de la incorporacion de trolebuses electricos lo que quiere llevar nivel nacional en el tema del agua destaco el acueducto el cuchillo en nuevo leon construido en esta administracion la reforestacion en la capital del pais de los trabajos de reciclaje de aguas que ya hay un plan de trabajo conjunto entre la ciudad de mexico el estado de mexico hidalgo para atender la falta de agua por las sequias el cual se detonara cuando gane el proceso electoral las propuestas sobre empleo en el segundo debate presidencial por su parte xochitl galvez afirmo que su gobierno aplicara el marco legal que ya existe el cual prohibe la desigualdad de sueldos entre mujeres hombres por la ejecucion del mismo trabajo para fortalecer la incorporacion de talento femenino al mercado laboral prometio la creacion del sistema nacional de cuidados ademas la candidata del pan pri prd propuso exentar del pago de impuestos las personas que perciben menos de pesos al mes lo cual beneficiara cerca de millones de personas se lograra reorientando presupuesto xochitl galvez destaco las propuestas que ha impulsado como senadora el reconocimiento de derechos laborales de trabajadoras del hogar la regulacion del trabajo en plataformas digitales la candidata claudia sheinbaum aseguro que el cierre de la brecha salarial sera uno de los objetivos de su gestion sera un elemento fundamental de nuestro gobierno como parte de sus propuestas para mejorar el empleo en mexico la candidata de morena pt pvem planteo la construccion de polos de bienestar parques industriales lo cual permitira aprovechar las inversiones por el nearshoring la generacion de mas empleos durante su intervencion claudia sheinbaum destaco los avances en este sexenio en politica laboral como los incrementos al salario minimo la creacion de puestos de trabajo pese las afectaciones de la pandemia de covid en torno las nuevas modalidades de empleo como el trabajo en plataformas digitales la candidata dijo que tiene que haber seguridad social para todo este nuevo empleo de repartidores el mismo compromiso asumio con los trabajadores agricolas jorge alvarez maynez insistio en la aprobacion de la reduccion de la laboral hay que acabar con el modelo que iguala horas de trabajo con productividad para fortalecer las condiciones laborales tambien planteo elevar el salario minimo pesos al mes
2024-04-29,2024,4,29,CHIAPAS,FRONTERA COMALAPA,7_34,elorbe.com,Morena,se lo llevaron cuando estaba en su casa san cristobal de las casas chis de abril hombres armados privaron de la libertad al candidato del partido del trabajo pt la alcaldia de frontera comalapa rey david gutierrez vazquez cuando se encontraba en su vivienda en el barrio belisario dominguez informaron este domingo familiares conocidos del abanderado de acuerdo con su version alrededor de las horas del sabado varios hombres que se movian en vehiculos todo terreno se presentaron en la vivienda de rey david gutierrez vazquez tambien conocido como el amigo rey alias con el que aparece en la planilla que se registro ante el instituto de elecciones de chiapas se lo llevaron en gutierrez vazquez fue candidato de morena para el ayuntamiento de frontera comalapa en esa eleccion su principal opositor fue carlos ramirez aguilar del partido verde ecologista de mexico pvem hombres desconocidos quemaron boletas electorales que se guardaban en un recinto debido la quema de boletas gutierrez vazquez interpuso un recurso ante el tribunal electoral del estado de chiapas en octubre de el congreso de chiapas designo alejandro merida gonzalez como presidente del concejo municipal de frontera comalapa quien permanece en el cargo en ese mismo proceso electoral el coordinador de campana de gutierrez vazquez edy leonel perez escobedo fue levantado por un grupo armado liberado dias despues el segundo candidato desaparecido el de diciembre el exalcalde de frontera comalapa coordinador ejecutivo del fondo de fomento agropecuario del estado de chiapas iran merida matamoros fue secuestrado por hombres armados  la fecha se desconoce su paradero merida matamoros fue alcalde por el pri de  buscaba en esta contienda la candidatura la presidencia municipal de frontera comalapa por la coalicion formada por el partido verde ecologista pvem morena este domingo se pretendia llevar cabo una marcha para pedir la liberacion de el amigo rey pero finalmente fue suspendida amigos informaron que tienen esperanza de que vuelva pronto su casa el candidato del pt zona de violencia desde hace mas de dos anos el municipio de frontera comalapa esta inmerso en una ola de violencia generada por el ingreso del cartel jalisco nueva generacion cjng su brazo armado el grupo maiz que se dedica reclutar militantes exigir el pago de derecho de piso transportistas duenos de negocios tiendas restaurantes otros negocios que operan en el lugar la cabecera municipal vive practicamente sitiada por hombres que vigilan dia noche el ingreso de automovilistas personas hacia este territorio que se disputan el cjng el cartel de sinaloa por ser paso de migrantes mercancias que ingresan de manera irregular al pais sun
2024-04-26,2024,4,26,CHIAPAS,TUXTLA GUTIERREZ,7_101,elorbe.com,Morena,el candidato de la coalicion sigamos haciendo historia en chiapas visito copoya en tuxtla gutierrez tuxtla gutierrez el candidato de la coalicion sigamos haciendo historia en chiapas eduardo ramirez aguilar visito copoya en tuxtla gutierrez donde anuncio cuatro proyectos que serviran para aumentar el desarrollo turistico cultural de movilidad el primero es la creacion de un cablebus que impulse la generacion de visitantes pero tambien la movilidad de la ciudadania propuestas que ya presento la candidata de la coalicion juntos hacemos historia claudia sheinbaum durante su visita chiapas ya que ella lo hizo realidad en la ciudad de mexico en su gestion como jefa de gobierno nosotros queremos hacer uno igual en chiapas lo queremos hacer saben donde en copoya proyectar copoya hacia el centro de tuxtla gutierrez una obra importante sobretodo pedirle su asesoria para que hagamos las cosas bien apunto de     respaldado por el pueblo la junta de festejos de copoya los comisariados ejidales quienes lo vistieron la usanza tradicional zoque lo nombraron ciudadano distinguido el candidato anuncio el segundo proyecto la implementacion de un proyecto de imagen urbana vamos mejorar la imagen urbana de sus calles de sus fachadas eso se va hacer lo voy hacer de la mano con ustedes no es mi visita solamente para pedirle su confianza pedirles su voto yo quiero que me acompanen los proximos seis anos aqui en copoya porque voy estar viniendo de manera permanente agrego el tercero cuarto proyecto se enfocan en la cultural las tradiciones de copoya para ello proyecto la rehabilitacion apertura del museo zoque la capacitacion de las cocineras tradicionales ambos que le han dado identidad esta poblacion en esta gira como parte de campana lo acompanaron el presidente del comite ejecutivo estatal de morena carlos molina velasco la secretaria general del comite ejecutivo estatal del pvem valeria santiago barrientos boletin oficial
2024-04-24,2024,4,24,CHIAPAS,TAPACHULA,7_89,elorbe.com,Morena,chamaquearon al equipo politico de xochitl galvez en tapachula ernesto quinteros los ciudadanos tapachultecos han sido testigos de la visita de las dos mujeres presidenciables con mas posibilidades de triunfo en el proximo proceso electoral quienes llegaron esta ciudad fronteriza recientemente con dos dias de diferencia entre si hay competencia nivel nacional la disputa politica esta su maxima expresion en las diferentes entidades del pais sin embargo chiapas esta mas que volcado hacia el proyecto de claudia sheinbaum la cargada es muy notoria aqui todas las estructuras del movimiento de regeneracion nacional morena andan mas que movidas pareciera que no quieren dejar ni un solo espacio la oposicion lo comentamos porque en tapachula todo indica que chamaquearon al equipo politico de xochitl galvez abanderada de la alianza opositora integrada por el pan pri prd quien tuvo un evento con militantes de dichos partidos politicos en el club campestre ubicado al norte de esta ciudad al cual apenas llego un de su capacidad el evento estaba programado para las de la manana de este martes sin embargo no tuvieron la asistencia requerida para que la presidenciable opositora se luciera de buena fuente nos enteramos que los operadores politicos del pan pri prd que movilizarian las estructuras tuvieron la genial idea de contratar unidades del transporte publico para movilizar la gente de colonias comunidades de tapachula municipios cercanos el contrato segun nos comentan se hizo de manera verbal el servicio se pago con anticipacion para garantizar la movilizacion de cientos de personas que tenian la voluntad de ir al evento pero que no contaban con transporte en pocas palabras supuestamente todo estaba friamente calculado para que la llegada de xochitl el salon del club campestre estuviera repleto pero no fue asi la sorpresa es que de ultima hora los duenos del transporte colectivo contratado decidieron no dar el servicio regresar el dinero con esa simple jugada los operadores politicos opositores fueron practicamente neutralizados incluso la reaccion de quienes movilizarian los simpatizantes fue muy tardia al grado de que andaban buscando vehiculos particulares para la movilizacion lo cual en politica se conoce como acarreo que en estos tiempos electorales sigue estando de moda para todas las expresiones politicas no cabe duda que ahora si chamaquearon los operadores politicos de oposicion como dicen por ahi en la guerra en el amor asi como en la politica todo se vale ojala los opositores hayan aprendido la leccion porque estamos un mes dias de que se llevan cabo las elecciones en donde estan en juego no solo la presidencia de la republica tambien las diputaciones federales los escanos en el senado gubernaturas incluyendo la de chiapas las presidencias municipales las diputaciones locales espinosa perianza nuevo titular de cocoparci en reunion extraordinaria de directivos vocales celebrada la tarde noche del pasado lunes el cp everardo espinosa perianza fue nombrado como nuevo presidente del comite de consulta participacion ciudadana cocoparci del municipio de tapachula como se sabe recientemente fallecio el licenciado jorge gutierrez franco quien apenas en enero pasado habia sido ratificado en el cargo por lo que fue necesario celebrar una reunion extraordinaria para nombrar al nuevo dirigente acompanaran al nuevo dirigente ulises geronimo ramos lopez como secretario como suplente jose luis adolfo martinez yapur francisco ancheyta bringas quedo como tesorero como suplente el senor rosalino ortiz desde este espacio van nuestras felicitaciones para los miembros de la nueva directiva de cocoparci por hoy ahi la dejamos nos leemos manana animo el contenido de esta columna es responsabilidad exclusiva de su autor no del que la publica comentarios denuncias visita www elorbe com facebook elquintopoderdemexico web elquintopoderdemexico com
2024-04-23,2024,4,23,CHIAPAS,REFORMA,7_74,elorbe.com,Morena,destaca tapachula como polo de bienestar en la frontera sur tapachula chis de abril al senalar que independientemente de los resultados de la eleccion de estados unidos habra coordinacion la candidata presidencial de la coalicion sigamos haciendo historia claudia sheinbaum planteo empresarios del pais vecino las condiciones necesarias en caso de ganar los comicios del de junio para que inviertan en el polo de bienestar de la frontera del sur independientemente de lo que pase en estados unidos durante esta eleccion hace que vayamos tener buenas relaciones si si porque esto es muy importante preciso en una reunion con empresarios de council of the americas cao destaco que su proyecto de nacion el cual incluye polos de bienestar entre ellos se encuentra el de tapachula chiapas para la relocalizacion de empresas nuevas inversiones asi como emplear migrantes centroamericanos por lo anterior sheinbaum planteo condiciones para que puedan invertir en chiapas desde incentivos fiscales para que se convierta en una capital de desarrollo eso contenia de una manera humana la migracion generando empleos daria empleo los chiapanecos en un esquema de planeacion que nos permita una frontera muy prospera ahi tenemos todo para que las empresas estadounidenses tengan invertir con todos los incentivos que generemos todas las condiciones educativas de capacitacion formacion que esa frontera se convierta en una capital del desarrollo mas que hoy en un problema de contencion de la migracion comento la abanderada presidencial de morena la exjefa de gobierno tambien destaco que implementara la simplificacion de los tramites ello para facilitar la inversion en mexico vamos potenciar mucho la digitalizacion en muchos sentidos los empresarios normalmente dicen es muy dificil invertir en mexico porque uno tiene que tiene la idea de invertir le den los permisos veces pasan hasta dos anos comento resalto que una de las primeras reformar que enviara al congreso de la union sera la ley de simplificacion de tramites que sustituira la ley de reforma regulatoria asi facilitar la inversion en temas administrativos sun
2024-04-23,2024,4,23,CHIAPAS,TAPACHULA,7_89,elorbe.com,Morena,destaca tapachula como polo de bienestar en la frontera sur tapachula chis de abril al senalar que independientemente de los resultados de la eleccion de estados unidos habra coordinacion la candidata presidencial de la coalicion sigamos haciendo historia claudia sheinbaum planteo empresarios del pais vecino las condiciones necesarias en caso de ganar los comicios del de junio para que inviertan en el polo de bienestar de la frontera del sur independientemente de lo que pase en estados unidos durante esta eleccion hace que vayamos tener buenas relaciones si si porque esto es muy importante preciso en una reunion con empresarios de council of the americas cao destaco que su proyecto de nacion el cual incluye polos de bienestar entre ellos se encuentra el de tapachula chiapas para la relocalizacion de empresas nuevas inversiones asi como emplear migrantes centroamericanos por lo anterior sheinbaum planteo condiciones para que puedan invertir en chiapas desde incentivos fiscales para que se convierta en una capital de desarrollo eso contenia de una manera humana la migracion generando empleos daria empleo los chiapanecos en un esquema de planeacion que nos permita una frontera muy prospera ahi tenemos todo para que las empresas estadounidenses tengan invertir con todos los incentivos que generemos todas las condiciones educativas de capacitacion formacion que esa frontera se convierta en una capital del desarrollo mas que hoy en un problema de contencion de la migracion comento la abanderada presidencial de morena la exjefa de gobierno tambien destaco que implementara la simplificacion de los tramites ello para facilitar la inversion en mexico vamos potenciar mucho la digitalizacion en muchos sentidos los empresarios normalmente dicen es muy dificil invertir en mexico porque uno tiene que tiene la idea de invertir le den los permisos veces pasan hasta dos anos comento resalto que una de las primeras reformar que enviara al congreso de la union sera la ley de simplificacion de tramites que sustituira la ley de reforma regulatoria asi facilitar la inversion en temas administrativos sun
2024-04-23,2024,4,23,CHIAPAS,ZINACANTAN,7_111,elorbe.com,Morena,el candidato de la coalicion sigamos haciendo historia en chiapas afirmo que impulsara la produccion exportacion de flores traves de internet zinacantan chiapas en su reciente visita al municipio de zinacantan el candidato la gubernatura del estado por la coalicion sigamos haciendo historia en chiapas eduardo ramirez aguilar aseguro que se construira la nueva era de manera pacifica armoniosa donde se haga buena politica traves del dialogo nosotros queremos construir una nueva era para entendernos comprendernos una nueva era donde mi mayor aspiracion mi aspiracion personal es que el proximo gobierno de chiapas tenga ese sello de fraternidad con todos los pueblos originarios expreso acompanado de su esposa sofia espinoza de su amigo pio lopez obrador eduardo ramirez indico que tras anos de conquista en zinacantan no han renunciado sus usos costumbres lo cual dijo que respeta profundamente en su gobierno impulsara su cultura tradiciones traves del proyecto cultural la chiapanequidad de     tambien sostuvo que en zinacantan hay mano de obra calificada que sus habitantes lo ponen de manifiesto en la produccion de flores exportacion todo chiapas mexico lo cual se impulsara con proyectos uno de ellos es el del gobierno digital para que puedan facilitar sus ventas traves de la internet ademas eduardo ramirez refrendo que se impulsara fuertemente el respeto las mujeres las ninas realizando acciones para evitar la violencia hacia ellas porque su deseo es ser un misionero de paz en su oportunidad pio lopez obrador celebro que el pueblo de chiapas ya decidio sobre su proximo gobernador presidenta de mexico eduardo ramirez claudia sheinbaum respectivamente porque aseguro que ven en el ella la oportunidad para consolidar el segundo piso de la cuarta transformacion que estaran la altura de los retos del estado del pais acompanaron al candidato en esta gira el presidente del comite ejecutivo estatal de morena carlos molina velasco la secretaria general del comite ejecutivo estatal del pvem valeria santiago barrientos el presidente del comite ejecutivo estatal del partido chiapas unido conrado cifuentes astudillo boletin oficial
